"1",6,2,32,2,8,1,0,4,26,2,17,1,7,17,22,4,10,2,5,2,46,10,4,14,1,0,27,1,20,5,14,1,2,8,0,8,2,33,22,0,1,3,2,0,11,1,0,10,33,9,29,1,1,5,8,16,4,19,4,24,16,4,15,30,18,11,3,0,25,9,21,18,2,9,2,6,7,11,8,2,0,13,24,8,17,1,4,11,1,3,40,7,3,2,3,1,2,8,5,1,3,0,4,0,34,8,1,4,4,32,30,1,4,0,0,3,13,8,1,2,40,11,3,4,11,2,36,6,1,31,4,4,0,16,17,12,5,15,5,5,2,4,4,1,7,4,0,1,22,5,5,7,3,8,1,0,13,14,19,3,0,12,13,4,7,2,1,4,33,1,4,2,4,0,5,2,2,1,23,48,0,5,7,10,12,17,3,6,15,9,0,7,6,3,10,1,4,0,4,4,3,3,4,6
"1",3,2,22,1,12,1,2,3,24,3,23,3,6,11,15,4,3,0,4,8,32,10,11,18,0,0,32,1,9,6,26,1,2,8,0,6,4,25,20,1,1,1,1,2,15,3,1,13,30,10,21,2,1,7,5,13,7,19,1,13,20,7,17,25,9,12,3,0,24,10,26,17,7,6,2,3,7,11,12,0,1,13,25,6,12,0,5,22,3,4,37,9,0,2,4,4,2,2,4,2,0,0,0,0,30,17,3,2,8,39,43,5,4,1,1,4,11,11,0,0,22,11,5,3,15,7,43,6,0,41,3,0,3,22,19,7,3,12,2,1,1,6,13,0,6,0,2,1,9,6,3,7,2,10,3,1,11,17,8,4,0,10,5,1,5,9,0,14,23,16,5,0,5,3,7,1,3,1,30,40,1,0,3,4,13,13,2,10,9,4,2,9,3,4,14,1,6,2,4,1,3,9,5,5
"1",6,1,28,0,10,2,1,4,32,0,24,1,9,15,17,5,4,1,6,7,44,8,10,17,2,0,33,0,14,4,26,4,4,9,0,7,2,23,17,1,0,1,0,0,10,2,1,10,26,7,20,1,0,5,5,15,9,20,3,5,19,1,13,32,7,13,0,1,23,12,25,13,4,13,0,5,6,16,12,0,1,16,17,8,8,0,1,23,3,9,36,12,3,0,8,1,0,5,1,2,1,1,1,0,30,22,5,1,2,29,37,8,7,1,0,2,20,11,0,1,21,18,2,3,14,7,46,1,0,36,3,0,3,21,18,11,8,17,4,4,1,5,11,2,6,0,2,1,15,5,5,5,1,7,3,0,18,12,13,3,1,9,18,4,6,6,0,8,25,4,8,0,6,1,4,3,3,2,28,46,0,3,5,9,13,13,5,17,12,11,1,10,5,0,9,1,9,1,1,0,2,3,4,7
"1",8,4,32,3,12,3,0,7,14,1,27,1,12,10,16,5,10,1,9,12,54,5,3,16,0,0,30,0,10,5,16,0,12,8,1,4,6,25,16,1,0,1,2,0,16,2,4,12,14,8,23,1,1,3,6,16,4,25,3,6,15,4,6,25,9,11,4,0,17,8,21,21,5,14,1,9,3,12,6,4,5,18,25,11,9,0,1,11,1,7,24,8,0,1,3,3,0,4,4,1,0,0,0,1,29,15,2,3,4,30,35,4,4,2,0,6,14,5,0,4,23,15,3,1,17,3,38,7,3,38,2,1,3,11,12,9,1,17,4,2,1,7,11,3,8,2,0,1,23,6,5,2,3,9,0,0,11,17,12,2,2,2,11,2,10,3,1,5,37,16,3,0,1,1,3,1,2,2,25,30,0,3,2,15,15,7,1,6,8,13,0,13,8,2,11,3,2,0,1,2,3,7,3,4
"1",6,3,25,0,18,3,1,8,22,2,16,2,17,15,16,1,6,1,6,6,47,5,5,11,1,0,28,3,8,4,23,2,7,16,0,3,11,32,17,1,1,3,1,0,16,1,0,16,20,11,25,0,0,3,2,14,2,19,2,10,24,3,10,29,6,20,3,0,15,1,15,16,4,8,0,6,5,8,10,0,0,14,17,8,5,1,1,29,3,6,29,15,1,1,3,2,0,8,0,1,3,1,0,1,31,14,2,1,8,24,26,3,11,2,0,0,14,11,0,2,25,11,4,7,26,6,40,5,1,26,5,5,3,17,7,5,4,15,4,7,0,8,12,5,4,3,2,3,14,10,3,3,3,7,0,1,14,13,11,4,1,8,8,0,5,1,0,8,33,16,10,2,1,1,5,2,1,0,36,40,1,1,7,11,19,14,1,5,13,17,0,6,7,2,6,5,4,1,0,2,1,9,6,3
"1",7,3,29,0,8,3,0,2,26,1,23,2,11,10,17,4,3,0,2,5,46,9,3,6,1,1,22,2,6,5,10,0,6,10,0,9,3,27,15,0,1,3,1,0,14,3,1,14,32,6,10,1,0,8,8,25,3,20,1,12,26,1,12,37,10,17,2,0,18,14,27,22,1,9,4,3,11,13,12,2,0,8,15,3,13,3,2,18,10,6,22,12,2,1,8,2,1,8,2,0,2,0,0,0,32,14,2,4,7,20,30,2,2,2,1,5,8,5,0,0,25,12,3,6,18,5,29,2,2,24,2,5,5,12,17,6,2,14,4,4,0,7,9,2,3,3,0,3,22,6,8,6,3,11,0,1,9,15,18,7,1,2,9,0,7,6,2,6,21,15,8,0,2,1,2,3,4,1,39,31,1,2,1,11,21,9,1,6,14,8,0,9,5,2,9,5,4,0,1,3,3,8,5,7
"1",9,4,23,1,4,3,1,6,14,3,11,3,2,10,16,3,9,1,3,6,44,5,6,8,0,1,28,1,14,4,30,1,2,15,0,4,6,25,13,0,0,3,1,2,16,1,0,18,31,10,14,3,1,14,6,13,5,21,5,8,17,3,24,26,11,7,1,1,26,9,27,12,7,18,2,5,7,9,10,0,3,14,30,6,7,1,1,32,3,6,29,12,1,0,12,2,0,2,0,3,0,0,4,0,28,15,1,2,1,26,27,0,3,5,0,7,7,8,1,1,18,12,0,4,20,7,38,5,2,43,3,5,6,16,29,12,4,13,5,4,2,5,6,4,7,2,0,4,16,13,6,10,2,10,1,1,13,16,14,6,2,9,7,2,3,6,1,7,27,11,6,2,2,1,8,0,2,0,39,29,1,7,6,14,13,9,2,4,21,9,3,5,5,4,9,9,4,0,1,0,2,9,3,5
"1",9,1,27,0,13,3,0,3,23,2,17,1,11,14,19,9,7,1,3,12,45,7,6,10,0,0,32,0,18,6,25,2,5,11,1,4,8,40,10,1,0,3,1,0,18,5,0,16,30,2,19,0,1,6,10,15,2,23,0,6,20,2,8,20,7,9,4,0,29,6,32,9,2,13,1,4,10,9,9,0,1,19,22,3,11,1,3,24,5,4,28,25,0,1,16,0,0,5,2,2,0,1,1,0,27,11,2,3,9,22,29,7,10,2,1,7,8,4,1,0,25,21,5,8,28,6,37,4,2,43,1,2,4,19,21,10,4,24,4,6,6,6,8,0,4,2,1,4,21,2,3,10,1,6,1,0,8,14,17,7,3,8,14,1,6,6,1,6,27,12,6,3,1,1,6,3,3,1,26,41,1,8,4,16,13,6,2,8,14,17,0,10,5,0,11,5,0,0,3,1,3,10,11,9
"1",8,3,33,1,18,4,1,0,27,1,16,1,12,16,16,4,8,0,3,9,50,5,6,9,0,1,21,0,13,6,19,1,2,11,0,2,3,25,16,0,0,0,2,0,13,2,0,16,27,3,24,1,0,5,6,9,4,24,2,18,26,4,8,32,5,10,6,0,26,10,38,18,2,6,2,7,14,13,11,2,0,17,13,6,12,0,4,18,4,4,28,15,1,3,6,3,0,4,3,1,2,2,2,2,35,8,2,2,3,26,31,1,6,4,0,5,8,1,1,3,25,17,7,2,24,7,36,5,0,44,4,5,2,21,11,6,4,12,5,3,0,5,13,2,4,3,0,6,16,6,5,5,3,3,2,0,14,17,16,3,1,11,6,1,9,4,0,6,24,12,4,0,2,1,8,1,4,1,34,28,0,3,3,11,20,8,2,9,11,11,1,5,3,2,2,6,1,1,3,4,4,11,8,5
"1",9,3,25,0,10,2,1,2,25,0,12,1,12,8,14,5,6,0,5,4,51,7,2,14,2,1,32,0,14,5,21,1,3,12,0,2,8,40,8,2,0,2,1,0,11,2,1,11,26,7,19,4,1,10,3,9,2,28,2,18,26,0,12,30,10,18,3,0,29,10,20,17,2,9,3,8,11,21,11,3,2,17,25,0,8,0,2,17,5,2,29,15,2,2,7,3,1,1,3,2,0,0,0,1,34,14,1,2,8,30,35,1,4,1,0,3,12,4,4,1,29,19,3,3,15,1,16,5,0,45,3,3,5,23,11,9,1,13,2,5,1,2,14,2,5,1,1,7,19,6,8,8,5,7,3,2,9,17,10,4,2,3,15,2,6,3,0,6,27,16,5,0,5,1,5,1,2,3,44,30,1,4,8,19,13,14,0,4,9,10,2,5,4,1,6,1,1,0,2,1,2,11,7,9
